书本id	书名	作者	类别	好评	差评	下载地址
1434	《星际之亡灵帝国》	作者：苍天白鹤	科幻·灵异	209	22	http://185.163.45.196/02/xingjizhiwanglingdiguo zuozhecangtianbaihet.rar ， http://45.138.97.38/02/xingjizhiwanglingdiguo zuozhecangtianbaihet.rar
1572	《地球游戏场》	作者：吉风冰	科幻·灵异	252	23	http://185.163.45.196/02/diqiuyouxichang zuozhejifengbingt.rar ， http://45.138.97.38/02/diqiuyouxichang zuozhejifengbingt.rar
1599	《无限恐怖》	作者：zhttty	科幻·灵异	1517	62	http://185.163.45.196/02/wuxiankongbu zuozhezhtttyt.rar ， http://45.138.97.38/02/wuxiankongbu zuozhezhtttyt.rar
1656	《寂灭天骄》	作者：高楼大厦	科幻·灵异	144	17	http://185.163.45.196/02/jimietianjiao zuozhegaoloudashat.rar ， http://45.138.97.38/02/jimietianjiao zuozhegaoloudashat.rar
1573	《兑换狂人》	作者：一不小心闪了腰	科幻·灵异	127	83	http://185.163.45.196/02/duihuankuangren zuozheyibuxiaoxinshanleyaot.rar ， http://45.138.97.38/02/duihuankuangren zuozheyibuxiaoxinshanleyaot.rar
1341	《末世求生录》	作者：不冷的天堂	科幻·灵异	284	45	http://185.163.45.196/01/moshiqiushenglu zuozhebulengdetiantangt.rar ， http://45.138.97.38/01/moshiqiushenglu zuozhebulengdetiantangt.rar
1588	《诡电脑》	作者：奥比椰	科幻·灵异	170	24	http://185.163.45.196/02/guidiannao zuozheaobiyet.rar ， http://45.138.97.38/02/guidiannao zuozheaobiyet.rar
1426	《星海猎人》	作者：非主流神棍	科幻·灵异	88	9	http://185.163.45.196/02/xinghailieren zuozhefeizhuliushengunt.rar ， http://45.138.97.38/02/xinghailieren zuozhefeizhuliushengunt.rar
1644	《盾击》	作者：九哼	科幻·灵异	121	23	http://185.163.45.196/02/dunji zuozhejiuhengt.rar ， http://45.138.97.38/02/dunji zuozhejiuhengt.rar
1580	《机动风暴》	作者：骷髅精灵	科幻·灵异	385	40	http://185.163.45.196/02/jidongfengbao zuozhekuloujinglingt.rar ， http://45.138.97.38/02/jidongfengbao zuozhekuloujinglingt.rar
1561	《机战皇》	作者：沉默的糕点	科幻·灵异	98	19	http://185.163.45.196/02/jizhanhuang zuozhechenmodegaodiant.rar ， http://45.138.97.38/02/jizhanhuang zuozhechenmodegaodiant.rar
1614	《星际江湖》	作者：罗霸道	科幻·灵异	94	9	http://185.163.45.196/02/xingjijianghu zuozheluobadaot.rar ， http://45.138.97.38/02/xingjijianghu zuozheluobadaot.rar
1610	《狂暴连击》	作者：Deathstate	科幻·灵异	82	14	http://185.163.45.196/02/kuangbaolianji zuozhedeathstatet.rar ， http://45.138.97.38/02/kuangbaolianji zuozhedeathstatet.rar
1662	《恶魔篇章》	作者：暗黑茄子	科幻·灵异	146	12	http://185.163.45.196/02/emopianzhang zuozheanheiqiezit.rar ， http://45.138.97.38/02/emopianzhang zuozheanheiqiezit.rar
1667	《掌中星际》	作者：钻石雕塑	科幻·灵异	112	11	http://185.163.45.196/02/zhangzhongxingji zuozhezuanshidiaosut.rar ， http://45.138.97.38/02/zhangzhongxingji zuozhezuanshidiaosut.rar
6367	《近身教师》	作者：玄远一吹	都市·娱乐	19	10	http://185.163.45.196/11/jsjs,xyycT.rar ， http://45.138.97.38/11/jsjs,xyycT.rar
6312	《仙壶农庄》	作者：狂奔的海马	都市·娱乐	59	21	http://185.163.45.196/11/xhnz,kbdhmT.rar ， http://45.138.97.38/11/xhnz,kbdhmT.rar
6264	《护花天王》	作者：天歌浮生	都市·娱乐	11	10	http://185.163.45.196/11/hhtw,tgfsT.rar ， http://45.138.97.38/11/hhtw,tgfsT.rar
4355	《不灭元神》	作者：百世经纶	奇幻·玄幻	49	24	http://185.163.45.196/09/bmys,bsjlT.rar ， http://45.138.97.38/09/bmys,bsjlT.rar
4298	《异世武巅》	作者：雨暮浮屠	奇幻·玄幻	57	11	http://185.163.45.196/09/yswd,ymftT.rar ， http://45.138.97.38/09/yswd,ymftT.rar
6129	《阴师人生》	作者：钓鱼1哥	都市·娱乐	26	3	http://185.163.45.196/11/ysrs,dy1gT.rar ， http://45.138.97.38/11/ysrs,dy1gT.rar
8065	《S级保镖》	作者：多笑天	都市·娱乐	17	14	http://185.163.45.196/11/Sjbb,dxtT.rar ， http://45.138.97.38/11/Sjbb,dxtT.rar
4306	《至尊丹王》	作者：真庸	奇幻·玄幻	25	13	http://185.163.45.196/09/zzdw,zyT.rar ， http://45.138.97.38/09/zzdw,zyT.rar
4328	《杀神邪尊》	作者：风流马甲	奇幻·玄幻	21	22	http://185.163.45.196/09/ssxz,flmjT.rar ， http://45.138.97.38/09/ssxz,flmjT.rar
6339	《左道旁门》	作者：velver	都市·娱乐	93	28	http://185.163.45.196/11/zdpm,velverT.rar ， http://45.138.97.38/11/zdpm,velverT.rar
6047	《逍遥岛主》	作者：和尚用潘婷	都市·娱乐	37	18	http://185.163.45.196/11/xydz,hsyptT.rar ， http://45.138.97.38/11/xydz,hsyptT.rar
4356	《唐门宗师异世纵横》	作者：白雪衣冠	奇幻·玄幻	23	16	http://185.163.45.196/09/tmzsyszh,bxygT.rar ， http://45.138.97.38/09/tmzsyszh,bxygT.rar
5976	《恶魔毕业生》	作者：烈火暗灵	都市·娱乐	21	33	http://185.163.45.196/11/embys,lhalT.rar ， http://45.138.97.38/11/embys,lhalT.rar
6424	《银色猎手》	作者：无边风月	都市·娱乐	50	5	http://185.163.45.196/11/ysls,wbfyT.rar ， http://45.138.97.38/11/ysls,wbfyT.rar
4294	《黑权杖》	作者：死翼耐萨里奥	奇幻·玄幻	91	11	http://185.163.45.196/09/hqz,synslaT.rar ， http://45.138.97.38/09/hqz,synslaT.rar
6021	《我的完美女友何雨晴》	作者：轩弦	都市·娱乐	56	17	http://185.163.45.196/11/wdwmnyhyq,xxT.rar ， http://45.138.97.38/11/wdwmnyhyq,xxT.rar
4270	《店小二传奇》	作者：天边的彩虹	奇幻·玄幻	35	26	http://185.163.45.196/08/dxecq,tbdchT.rar ， http://45.138.97.38/08/dxecq,tbdchT.rar
4275	《神眼小法师》	作者：猫丸(鱼丸)	奇幻·玄幻	32	9	http://185.163.45.196/08/syxfs,mwT.rar ， http://45.138.97.38/08/syxfs,mwT.rar
5901	《娱乐之逆袭》	作者：太极双泥	都市·娱乐	28	23	http://185.163.45.196/11/ylznx,tjsnT.rar ， http://45.138.97.38/11/ylznx,tjsnT.rar
4308	《哈利波特与食死徒之子》	作者：云锁潇湘	奇幻·玄幻	78	47	http://185.163.45.196/09/hlbtysstzz,ysxxT.rar ， http://45.138.97.38/09/hlbtysstzz,ysxxT.rar
6401	《大明星的贴身医生》	作者：翼V龙	都市·娱乐	19	10	http://185.163.45.196/11/dmxdtsys,yvlT.rar ， http://45.138.97.38/11/dmxdtsys,yvlT.rar
4312	《锐气风暴》	作者：天蝉羽衣	奇幻·玄幻	20	8	http://185.163.45.196/09/rqfb,tcyyT.rar ， http://45.138.97.38/09/rqfb,tcyyT.rar
4265	《神武八荒》	作者：一颗	奇幻·玄幻	31	21	http://185.163.45.196/08/swbh,ykT.rar ， http://45.138.97.38/08/swbh,ykT.rar
6292	《养个女儿做老婆》	作者：何不干	都市·娱乐	65	26	http://185.163.45.196/11/ygnezlp,hbgT.rar ， http://45.138.97.38/11/ygnezlp,hbgT.rar
4346	《气动乾坤》	作者：抽刀鱼	奇幻·玄幻	27	16	http://185.163.45.196/09/qdqk,cdyT.rar ， http://45.138.97.38/09/qdqk,cdyT.rar
4307	《召唤神兵》	作者：夏日易冷	奇幻·玄幻	50	16	http://185.163.45.196/09/zhsb,xrylT.rar ， http://45.138.97.38/09/zhsb,xrylT.rar
4297	《鬼神无双》	作者：流浪的蛤蟆	奇幻·玄幻	77	22	http://185.163.45.196/09/gsws,lldhmT.rar ， http://45.138.97.38/09/gsws,lldhmT.rar
6074	《匹夫的逆袭》	作者：骁骑校	都市·娱乐	219	25	http://185.163.45.196/11/pfdnx,xqxT.rar ， http://45.138.97.38/11/pfdnx,xqxT.rar
6068	《一路拔剑》	作者：鲁西平	都市·娱乐	25	4	http://185.163.45.196/11/ylbj,lxpT.rar ， http://45.138.97.38/11/ylbj,lxpT.rar
4296	《冥兽师》	作者：东方冥	奇幻·玄幻	29	6	http://185.163.45.196/09/mss,dfmT.rar ， http://45.138.97.38/09/mss,dfmT.rar
1264	《重启家园》	作者：九头猫怪	科幻·灵异	264	43	http://185.163.45.196/01/zhongqijiayuan zuozhejiutouguaimaot.rar ， http://45.138.97.38/01/zhongqijiayuan zuozhejiutouguaimaot.rar
1100	《黑暗文明》	作者：古羲	科幻·灵异	257	47	http://185.163.45.196/01/heianwenming zuozheguxit.rar ， http://45.138.97.38/01/heianwenming zuozheguxit.rar
1279	《星际游轮》	作者：古剑锋	科幻·灵异	238	16	http://185.163.45.196/01/xingjiyoulun zuozhegujianfengt.rar ， http://45.138.97.38/01/xingjiyoulun zuozhegujianfengt.rar
1135	《魔机传说》	作者：铅笔刀	科幻·灵异	82	11	http://185.163.45.196/01/mojichuanshuo zuozheqianbidaot.rar ， http://45.138.97.38/01/mojichuanshuo zuozheqianbidaot.rar
1318	《神魔养殖场》	作者：黑瞳王	科幻·灵异	333	34	http://185.163.45.196/01/shenmoyangzhichang zuozheheitongwangt.rar ， http://45.138.97.38/01/shenmoyangzhichang zuozheheitongwangt.rar
1302	《冒牌大英雄》	作者：七十二编	科幻·灵异	927	31	http://185.163.45.196/01/maopaidayingxiong zuozheqishierbiant.rar ， http://45.138.97.38/01/maopaidayingxiong zuozheqishierbiant.rar
1232	《少女契约之书》	作者：放开那只女王	科幻·灵异	324	70	http://185.163.45.196/01/shaonvqiyuezhishu zuozhefangkainazhinvwangt.rar ， http://45.138.97.38/01/shaonvqiyuezhishu zuozhefangkainazhinvwangt.rar
1219	《吞噬星空》	作者：我吃西红柿	科幻·灵异	1652	131	http://185.163.45.196/01/tunshixingkong zuozhewochixihongshit.rar ， http://45.138.97.38/01/tunshixingkong zuozhewochixihongshit.rar
1165	《末日蟑螂》	作者：伟岸蟑螂	科幻·灵异	879	80	http://185.163.45.196/01/morizhanglang zuozheweianzhanglangt.rar ， http://45.138.97.38/01/morizhanglang zuozheweianzhanglangt.rar
1301	《王牌进化》	作者：卷土	科幻·灵异	995	75	http://185.163.45.196/01/wangpaijinhua zuozhejuantut.rar ， http://45.138.97.38/01/wangpaijinhua zuozhejuantut.rar
1306	《星际判官》	作者：古剑锋	科幻·灵异	126	20	http://185.163.45.196/01/xingjipanguan zuozhegujianfengt.rar ， http://45.138.97.38/01/xingjipanguan zuozhegujianfengt.rar
5328	《极品戒指》	作者：不是蚊子	都市·娱乐	114	41	http://185.163.45.196/11/jpjz,bswzT.rar ， http://45.138.97.38/11/jpjz,bswzT.rar
5873	《都市高手》	作者：子夜天明	都市·娱乐	7	14	http://185.163.45.196/11/dsgs,zytmT.rar ， http://45.138.97.38/11/dsgs,zytmT.rar
5447	《娶个天师做老婆》	作者：小小羽	都市·娱乐	38	14	http://185.163.45.196/11/qgtszlp,xxyT.rar ， http://45.138.97.38/11/qgtszlp,xxyT.rar
5366	《上古传人在都市》	作者：天堂羽	都市·娱乐	65	20	http://185.163.45.196/11/sgcrzds,ttyT.rar ， http://45.138.97.38/11/sgcrzds,ttyT.rar
5699	《重生之超级学生》	作者：邪无恨	都市·娱乐	35	21	http://185.163.45.196/11/cszcjxs,xwhT.rar ， http://45.138.97.38/11/cszcjxs,xwhT.rar
4217	《召唤大领主》	作者：善水	奇幻·玄幻	105	26	http://185.163.45.196/08/zhdlz,ssT.rar ， http://45.138.97.38/08/zhdlz,ssT.rar
4262	《幻灵》	作者：七月寒风	奇幻·玄幻	22	16	http://185.163.45.196/08/hl,qyhfT.rar ， http://45.138.97.38/08/hl,qyhfT.rar
4229	《亡灵持政》	作者：九鱼	奇幻·玄幻	170	16	http://185.163.45.196/08/wlzz,jyT.rar ， http://45.138.97.38/08/wlzz,jyT.rar
5860	《天纵商才》	作者：缘分0	都市·娱乐	31	4	http://185.163.45.196/11/tzsc,yf0T.rar ， http://45.138.97.38/11/tzsc,yf0T.rar
5206	《极品医圣》	作者：蔡晋	都市·娱乐	54	18	http://185.163.45.196/11/jpys,cjT.rar ， http://45.138.97.38/11/jpys,cjT.rar
4233	《烽火游侠录》	作者：辰源	奇幻·玄幻	18	10	http://185.163.45.196/08/fhyxl,cyT.rar ， http://45.138.97.38/08/fhyxl,cyT.rar
5171	《冒险都市》	作者：穿过红尘	都市·娱乐	28	12	http://185.163.45.196/11/mxds,cghcT.rar ， http://45.138.97.38/11/mxds,cghcT.rar
4249	《百鬼夜行宴》	作者：狂笑的菠萝	奇幻·玄幻	45	12	http://185.163.45.196/08/bgyxy,kxdblT.rar ， http://45.138.97.38/08/bgyxy,kxdblT.rar
5440	《我老婆是买的》	作者：gzg1010	都市·娱乐	34	9	http://185.163.45.196/11/wlpsmd,gzg1010T.rar ， http://45.138.97.38/11/wlpsmd,gzg1010T.rar
5820	《极品相师》	作者：鲲鹏听涛	都市·娱乐	41	18	http://185.163.45.196/11/jpxs,kpttT.rar ， http://45.138.97.38/11/jpxs,kpttT.rar
5472	《天驱》	作者：咆哮的风月	都市·娱乐	56	14	http://185.163.45.196/11/tq,pxdfyT.rar ， http://45.138.97.38/11/tq,pxdfyT.rar
8963	《都市之游戏化人生》	作者：键盘华尔兹	都市·娱乐	33	7	http://185.163.45.196/11/dszyxhrs,jphezT.rar ， http://45.138.97.38/11/dszyxhrs,jphezT.rar
4237	《剑装》	作者：十二翼黑暗炽天使	奇幻·玄幻	86	24	http://185.163.45.196/08/jz,seyhaztsT.rar ， http://45.138.97.38/08/jz,seyhaztsT.rar
5841	《血性》	作者：MAN	都市·娱乐	24	4	http://185.163.45.196/11/xx,MANT.rar ， http://45.138.97.38/11/xx,MANT.rar
4213	《热闹喧嚣的彪悍人生》	作者：楚白	奇幻·玄幻	84	19	http://185.163.45.196/08/rnxxdbhrs,cbT.rar ， http://45.138.97.38/08/rnxxdbhrs,cbT.rar
4218	《异世之风流大法师》	作者：天堂不寂寞	奇幻·玄幻	527	65	http://185.163.45.196/08/yszfldfs,ttbjmT.rar ， http://45.138.97.38/08/yszfldfs,ttbjmT.rar
4257	《黑夜君王》	作者：甬江小生	奇幻·玄幻	17	21	http://185.163.45.196/08/ayjw,yjxsT.rar ， http://45.138.97.38/08/ayjw,yjxsT.rar
4231	《武道丹尊》	作者：暗魔师	奇幻·玄幻	45	10	http://185.163.45.196/08/wddz,amsT.rar ， http://45.138.97.38/08/wddz,amsT.rar
5542	《我体内有本山海经》	作者：暴力快递员	都市·娱乐	37	6	http://185.163.45.196/11/wtnybshj,blkdyT.rar ， http://45.138.97.38/11/wtnybshj,blkdyT.rar
4221	《疯狂军火王》	作者：向往	奇幻·玄幻	25	11	http://185.163.45.196/08/fkjhw,xwT.rar ， http://45.138.97.38/08/fkjhw,xwT.rar
4235	《炼狱法则》	作者：鱼丸	奇幻·玄幻	41	5	http://185.163.45.196/08/lyfz,ywT.rar ， http://45.138.97.38/08/lyfz,ywT.rar
5738	《命师》	作者：何常在	都市·娱乐	39	12	http://185.163.45.196/11/ms,hczT.rar ， http://45.138.97.38/11/ms,hczT.rar
4216	《雷痕》	作者：高森	奇幻·玄幻	22	7	http://185.163.45.196/08/lh,gsT.rar ， http://45.138.97.38/08/lh,gsT.rar
4236	《横扫异界之无敌天尊》	作者：xiao少爷	奇幻·玄幻	44	18	http://185.163.45.196/08/hsyjzwdtz,xiaosyT.rar ， http://45.138.97.38/08/hsyjzwdtz,xiaosyT.rar
4240	《武极巅峰》	作者：雨辰宇	奇幻·玄幻	59	19	http://185.163.45.196/08/wjdf,ycyT.rar ， http://45.138.97.38/08/wjdf,ycyT.rar
4960	《夺命医仙》	作者：新影子	都市·娱乐	22	3	http://185.163.45.196/11/dmyx,xyzT.rar ， http://45.138.97.38/11/dmyx,xyzT.rar
4970	《花花门生(王者至尊)》	作者：冷云邪神	都市·娱乐	83	25	http://185.163.45.196/11/hhms,lyxsT.rar ， http://45.138.97.38/11/hhms,lyxsT.rar
5003	《嬉皮笑脸》	作者：跳舞	都市·娱乐	72	5	http://185.163.45.196/11/xpxl,twT.rar ， http://45.138.97.38/11/xpxl,twT.rar
4980	《混世小术士》	作者：水冷酒家	都市·娱乐	54	27	http://185.163.45.196/11/hsxss,sljjT.rar ， http://45.138.97.38/11/hsxss,sljjT.rar
4976	《咸鱼翻身记》	作者：楚图南	都市·娱乐	27	10	http://185.163.45.196/11/xyfsj,ctnT.rar ， http://45.138.97.38/11/xyfsj,ctnT.rar
4974	《重生之青云直上(重生之官场鬼才)》	作者：浪子边城	都市·娱乐	102	31	http://185.163.45.196/11/cszqyzs,lzbcT.rar ， http://45.138.97.38/11/cszqyzs,lzbcT.rar
4964	《重生之疯狂手打员》	作者：山顶那尾狐	都市·娱乐	32	13	http://185.163.45.196/11/cszfksdy,sdnwhT.rar ， http://45.138.97.38/11/cszfksdy,sdnwhT.rar
4163	《天剑》	作者：花明月	奇幻·玄幻	21	16	http://185.163.45.196/08/tj,hmyT.rar ， http://45.138.97.38/08/tj,hmyT.rar
5130	《重生之小说巨匠》	作者：李白不白	都市·娱乐	51	40	http://185.163.45.196/11/cszxsjj,lbbbT.rar ， http://45.138.97.38/11/cszxsjj,lbbbT.rar
4197	《叛妖》	作者：非R	奇幻·玄幻	22	11	http://185.163.45.196/08/py,fRT.rar ， http://45.138.97.38/08/py,fRT.rar
4971	《重谱人生》	作者：无邪刹那	都市·娱乐	21	17	http://185.163.45.196/11/cprs,wxsnT.rar ， http://45.138.97.38/11/cprs,wxsnT.rar
5074	《那些惨不忍睹的日子》	作者：宋鼎舜	都市·娱乐	15	12	http://185.163.45.196/11/nxcbrddrz,sdyT.rar ， http://45.138.97.38/11/nxcbrddrz,sdyT.rar
8927	《道统传承系统》	作者：云潮	都市·娱乐	95	16	http://185.163.45.196/11/dtccxt,ycT.rar ， http://45.138.97.38/11/dtccxt,ycT.rar
5015	《全能司机》	作者：真爱丫	都市·娱乐	17	15	http://185.163.45.196/11/qnsj,zayT.rar ， http://45.138.97.38/11/qnsj,zayT.rar
4955	《美食掌门人》	作者：风雨中的尘埃	都市·娱乐	41	12	http://185.163.45.196/11/mszmr,fyzdcaT.rar ， http://45.138.97.38/11/mszmr,fyzdcaT.rar
4140	《小小魔王》	作者：肥面包	奇幻·玄幻	110	10	http://185.163.45.196/08/xxmw,fmbT.rar ， http://45.138.97.38/08/xxmw,fmbT.rar
8622	《逆天武神》	作者：恶狼闯说	奇幻·玄幻	25	6	http://185.163.45.196/08/ntws,elcsT.rar ， http://45.138.97.38/08/ntws,elcsT.rar
4975	《暧昧相师》	作者：酒鬼花生	都市·娱乐	15	8	http://185.163.45.196/11/amxs,jghsT.rar ， http://45.138.97.38/11/amxs,jghsT.rar
4159	《神脉无敌》	作者：灵隐狐	奇幻·玄幻	29	12	http://185.163.45.196/08/smwd,lyhT.rar ， http://45.138.97.38/08/smwd,lyhT.rar
4959	《魔眼》	作者：蓝晶	都市·娱乐	79	11	http://185.163.45.196/11/my,ljT.rar ， http://45.138.97.38/11/my,ljT.rar
4147	《技术宅的异域人生》	作者：赵延年	奇幻·玄幻	59	14	http://185.163.45.196/08/jszdyyrs,zynT.rar ， http://45.138.97.38/08/jszdyyrs,zynT.rar
4184	《长生界》	作者：辰东	奇幻·玄幻	539	55	http://185.163.45.196/08/csj,cdT.rar ， http://45.138.97.38/08/csj,cdT.rar
4187	《嘲讽》	作者：奥比椰	奇幻·玄幻	46	17	http://185.163.45.196/08/cf,abyT.rar ， http://45.138.97.38/08/cf,abyT.rar
6131	《异界之无耻师尊》	作者：四眼秀才	奇幻·玄幻	49	25	http://185.163.45.196/08/yjzwcsz,syxcT.rar ， http://45.138.97.38/08/yjzwcsz,syxcT.rar
4129	《云剑邪刀》	作者：消逝的天空	奇幻·玄幻	22	9	http://185.163.45.196/08/yjxd,xsdtkT.rar ， http://45.138.97.38/08/yjxd,xsdtkT.rar
4198	《狂众》	作者：巴比伦的天空花园(幻灭之风)	奇幻·玄幻	36	9	http://185.163.45.196/08/kz,bbldtkhyT.rar ， http://45.138.97.38/08/kz,bbldtkhyT.rar
4174	《图腾》	作者：油炸包子	奇幻·玄幻	36	7	http://185.163.45.196/08/tt,yzbzT.rar ， http://45.138.97.38/08/tt,yzbzT.rar
4182	《王牌小人物》	作者：善水	奇幻·玄幻	31	9	http://185.163.45.196/08/wpxrw,ssT.rar ， http://45.138.97.38/08/wpxrw,ssT.rar
4193	《异界代码》	作者：五月深红	奇幻·玄幻	38	16	http://185.163.45.196/08/yjdm,wyshT.rar ， http://45.138.97.38/08/yjdm,wyshT.rar
4145	《萝莉的异世热血物语》	作者：穿越众里的宅	奇幻·玄幻	130	204	http://185.163.45.196/08/lldysrxwy,cyzldzT.rar ， http://45.138.97.38/08/lldysrxwy,cyzldzT.rar
7584	《我意花丛》	作者：风圣大鹏	都市·娱乐	20	14	http://185.163.45.196/10/wyhc,fsdpT.rar ， http://45.138.97.38/10/wyhc,fsdpT.rar
4868	《大腕崛起》	作者：泥白佛	都市·娱乐	42	11	http://185.163.45.196/10/dwjq,nbfT.rar ， http://45.138.97.38/10/dwjq,nbfT.rar
8188	《护花高手》	作者：寒香小丁	都市·娱乐	30	12	http://185.163.45.196/10/hhgs,hxxdT.rar ， http://45.138.97.38/10/hhgs,hxxdT.rar
7471	《纯情校医》	作者：陨落星辰	都市·娱乐	31	16	http://185.163.45.196/10/cqxy,ylxcT.rar ， http://45.138.97.38/10/cqxy,ylxcT.rar
4080	《鬼卜阴阳》	作者：狂乱的沙弥	奇幻·玄幻	21	10	http://185.163.45.196/08/gpyy,kldsmT.rar ， http://45.138.97.38/08/gpyy,kldsmT.rar
4487	《文武双修》	作者：惟梦闲人	奇幻·玄幻	26	29	http://185.163.45.196/08/wwsx,wmxrT.rar ， http://45.138.97.38/08/wwsx,wmxrT.rar
4098	《刚拳》	作者：高森	奇幻·玄幻	29	4	http://185.163.45.196/08/gq,gsT.rar ， http://45.138.97.38/08/gq,gsT.rar
4077	《魔法世纪》	作者：zhttty	奇幻·玄幻	69	9	http://185.163.45.196/08/mfsj,zhtttyT.rar ， http://45.138.97.38/08/mfsj,zhtttyT.rar
4115	《极牛鬼才在异界》	作者：耗子欺负猫	奇幻·玄幻	135	21	http://185.163.45.196/08/jngczyj,hzqfmT.rar ， http://45.138.97.38/08/jngczyj,hzqfmT.rar
4881	《电子掌控》	作者：万事如风	都市·娱乐	41	13	http://185.163.45.196/10/dzzk,wsrfT.rar ， http://45.138.97.38/10/dzzk,wsrfT.rar
4107	《不朽战王》	作者：红黑路德	奇幻·玄幻	19	5	http://185.163.45.196/08/bxzw,hhldT.rar ， http://45.138.97.38/08/bxzw,hhldT.rar
4954	《厂花几朵落我心》	作者：周董	都市·娱乐	17	8	http://185.163.45.196/11/chjdlwx,zdT.rar ， http://45.138.97.38/11/chjdlwx,zdT.rar
4905	《最强相师》	作者：罗晓	都市·娱乐	22	15	http://185.163.45.196/10/zqxs,lxT.rar ， http://45.138.97.38/10/zqxs,lxT.rar
4105	《异世霸天录》	作者：邪情傲月	奇幻·玄幻	19	7	http://185.163.45.196/08/ysbtl,xqayT.rar ， http://45.138.97.38/08/ysbtl,xqayT.rar
4899	《黑客传说》	作者：月之子	都市·娱乐	16	21	http://185.163.45.196/10/hkcs,yzzT.rar ， http://45.138.97.38/10/hkcs,yzzT.rar
4087	《六道天魔》	作者：我自我自在	奇幻·玄幻	30	18	http://185.163.45.196/08/ldtm,wzwzzT.rar ， http://45.138.97.38/08/ldtm,wzwzzT.rar
4953	《限制级特工》	作者：不乐无语	都市·娱乐	70	16	http://185.163.45.196/11/xzjtg,blwyT.rar ， http://45.138.97.38/11/xzjtg,blwyT.rar
8440	《办公室风云》	作者：青鲤	都市·娱乐	33	14	http://185.163.45.196/10/bgsfy,qlT.rar ， http://45.138.97.38/10/bgsfy,qlT.rar
4122	《斗气通玄》	作者：养吾剑	奇幻·玄幻	22	13	http://185.163.45.196/08/dqtx,ywjT.rar ， http://45.138.97.38/08/dqtx,ywjT.rar
4876	《林中之马的魔王》	作者：新林中之马	都市·娱乐	105	16	http://185.163.45.196/10/lzzmdmw,xlzzmT.rar ， http://45.138.97.38/10/lzzmdmw,xlzzmT.rar
7514	《校园贴身高手(绝色诱惑)》	作者：钟若风	都市·娱乐	56	29	http://185.163.45.196/10/xytsgs,zrfT.rar ， http://45.138.97.38/10/xytsgs,zrfT.rar
4910	《灵动》	作者：韦小宝	都市·娱乐	33	3	http://185.163.45.196/10/ld,wxbT.rar ， http://45.138.97.38/10/ld,wxbT.rar
4121	《医冠禽兽》	作者：石章鱼	奇幻·玄幻	63	17	http://185.163.45.196/08/ygqs,szyT.rar ， http://45.138.97.38/08/ygqs,szyT.rar
8559	《武道冰尊》	作者：士道	奇幻·玄幻	31	14	http://185.163.45.196/08/wdbz,sdT.rar ， http://45.138.97.38/08/wdbz,sdT.rar
4135	《冰火破坏神》	作者：无罪	奇幻·玄幻	101	18	http://185.163.45.196/08/bhphs,wzT.rar ， http://45.138.97.38/08/bhphs,wzT.rar
4873	《曾经是兵》	作者：一个人喝醉	都市·娱乐	31	10	http://185.163.45.196/10/cjsb,ygrhzT.rar ， http://45.138.97.38/10/cjsb,ygrhzT.rar
4901	《超级修复》	作者：超级豺狼	都市·娱乐	15	17	http://185.163.45.196/10/cjxf,cjclT.rar ， http://45.138.97.38/10/cjxf,cjclT.rar
4075	《荣耀魔徒》	作者：油炸包子	奇幻·玄幻	38	12	http://185.163.45.196/08/rymt,yzbzT.rar ， http://45.138.97.38/08/rymt,yzbzT.rar
4127	《异世灵武天下》	作者：禹枫	奇幻·玄幻	224	58	http://185.163.45.196/08/yslwtx,yfT.rar ， http://45.138.97.38/08/yslwtx,yfT.rar
4070	《武碎虚空》	作者：油炸包子	奇幻·玄幻	48	11	http://185.163.45.196/08/wsxk,yzbzT.rar ， http://45.138.97.38/08/wsxk,yzbzT.rar
4835	《反转人生》	作者：落寞的蚂蚁	都市·娱乐	51	31	http://185.163.45.196/10/fzrs,lmdmyT.rar ， http://45.138.97.38/10/fzrs,lmdmyT.rar
6745	《邪少狂龙》	作者：油条爱豆浆	都市·娱乐	21	13	http://185.163.45.196/10/xskl,ytadjT.rar ， http://45.138.97.38/10/xskl,ytadjT.rar
4798	《美女请留步(巅峰强少)》	作者：老施	都市·娱乐	92	38	http://185.163.45.196/10/mnqlb,lsT.rar ， http://45.138.97.38/10/mnqlb,lsT.rar
4756	《九阶骇客》	作者：天蚕肚兜	都市·娱乐	21	21	http://185.163.45.196/10/jjhk,tcddT.rar ， http://45.138.97.38/10/jjhk,tcddT.rar
8259	《最强透视》	作者：子与鱼	都市·娱乐	22	19	http://185.163.45.196/10/zqts,zyyT.rar ， http://45.138.97.38/10/zqts,zyyT.rar
4791	《桃运兵王》	作者：瀚海苍鹰	都市·娱乐	21	14	http://185.163.45.196/10/tybw,hhcyT.rar ， http://45.138.97.38/10/tybw,hhcyT.rar
4782	《天生倒霉蛋》	作者：十面	都市·娱乐	27	16	http://185.163.45.196/10/tsdmd,smT.rar ， http://45.138.97.38/10/tsdmd,smT.rar
4831	《少年地师》	作者：指风	都市·娱乐	14	29	http://185.163.45.196/10/snds,zfT.rar ， http://45.138.97.38/10/snds,zfT.rar
4838	《我才不会被女孩子欺负呢》	作者：废铁行者	都市·娱乐	535	61	http://185.163.45.196/10/wcbhbnhzqfn,ftxzT.rar ， http://45.138.97.38/10/wcbhbnhzqfn,ftxzT.rar
